UF	SF	Freq
auf.gɘ.dret.	auf.gɘ.dret.	2
bʊ.mɘl.tsug.	bʊ.mɘl.tsuk.	2
zɔyf.tsɘr.	zɔyf.tsɘr.	2
gɘ.ʃmai.xɘlt.	gɘ.ʃmai.xɘlt.	2
nak.tɘm.	nak.tɘm.	2
a.lɛr.gi.	a.lɛr.gi.	2
zɛnd.vɪtʃ.	zɛnt.vɪtʃ.	2
ʃlaf.lo.zɘn.	ʃlaf.lo.zɘn.	2
hɛ.rʊn.tɘr.gɘ.kɔ.mɘn.	hɛ.rʊn.tɘr.gɘ.kɔ.mɘn.	2
trost.los.	trost.los.	2
a.trak.ti.vɘ.	a.trak.ti.vɘ.	2
vɛrk.	vɛrk.	2
ant.vɔr.tɘn.	ant.vɔr.tɘn.	2
an.ʃprʊx.	an.ʃprʊx.	2
nɛrv.	nɛrf.	2
ɛr.lau.bɘ.	ɛr.lau.bɘ.	2
auf.hai.tɘrn.	auf.hai.tɘrn.	2
fɔl.ʃmi.rɘn.	fɔl.ʃmi.rɘn.	2
rɛx.nʊŋ.	rɛx.nʊŋ.	2
ain.gɘ.vɪ.kɘlt.	ain.gɘ.vɪ.kɘlt.	2
dɛ.lɘn.	dɛ.lɘn.	2
fɛr.nax.lɛ.sɪxt.	fɛr.nax.lɛ.sɪxt.	2
fɛr.tsaix.nɪs.	fɛr.tsaix.nɪs.	2
hɛŋ.kɘl.	hɛŋ.kɘl.	2
ʃpɔrt.lɪ.xɘ.	ʃpɔrt.lɪ.xɘ.	2
ʊn.zɘr.ains.	ʊn.zɘr.ains.	2
gɘ.nɔ.sɘn.	gɘ.nɔ.sɘn.	2
vai.sɘm.	vai.sɘm.	2
mar.mɔr.	mar.mɔr.	2
ʊn.tɘr.ɪr.dɪ.ʃɘ.	ʊn.tɘr.ɪr.dɪ.ʃɘ.	2
fɛ.tsɘn.	fɛ.tsɘn.	2
bet.	bet.	2
ʃlɪ.mɘs.	ʃlɪ.mɘs.	2
gɘ.glykt.	gɘ.glykt.	2
hœ.lɘ.	hœ.lɘ.	2
ma.pɘ.	ma.pɘ.	2
y.bɘr.la.sɘn.	y.bɘr.la.sɘn.	2
ʃta.bi.lɘ.rɘs.	ʃta.bi.lɘ.rɘs.	2
ɛks.plo.dirt.	ɛks.plo.dirt.	2
kve.rɘ.	kve.rɘ.	2
fʊtʃ.	fʊtʃ.	2
klɛks.	klɛks.	2
gɘ.kɔs.tɘt.	gɘ.kɔs.tɘt.	2
zi.tu.a.tsi.on.	zi.tu.a.tsi.on.	2
krɔytz.fart.	krɔyts.fart.	2
aus.vɪn.dɘn.	aus.vɪn.dɘn.	2
at.mɘ.	at.mɘ.	2
tsu.tsu.bɘ.rai.tɘn.	tsu.tsu.bɘ.rai.tɘn.	2
aus.gɘ.vɔr.fɘn.	aus.gɘ.vɔr.fɘn.	2
ain.fɛ.tɘn.	ain.fɛ.tɘn.	2
ain.ge.ɘn.	ain.ge.ɘn.	2
ʃpil.re.gɘln.	ʃpil.re.gɘln.	2
dax.tɘn.	dax.tɘn.	2
re.ni.tɛn.tɘ.	re.ni.tɛn.tɘ.	2
ɔy.sɘ.rʊ.ŋɘn.	ɔy.sɘ.rʊ.ŋɘn.	2
for.nem.lɪx.	for.nem.lɪx.	2
ʊn.tɘr.zu.xʊŋ.	ʊn.tɘr.zu.xʊŋ.	2
ɛr.gab.	ɛr.gap.	2
tsu.glaix.	tsu.glaix.	2
kyr.tsɘs.tɘr.	kyr.tsɘs.tɘr.	2
kvɪrl.	kvɪrl.	2
blɛ.tɘrst.	blɛ.tɘrst.	2
aus.tsu.pro.bi.rɘn.	aus.tsu.pro.bi.rɘn.	2
kraŋk.hai.tɘn.	kraŋk.hai.tɘn.	2
y.bɘr.tra.gɘn.	y.bɘr.tra.gɘn.	2
flys.tɘrnd.	flys.tɘrnt.	2
au.to.vɛrk.ʃtat.	au.to.vɛrk.ʃtat.	2
har.ʃarf.	har.ʃarf.	2
an.dɘr.vai.tɪx.	an.dɘr.vai.tɪx.	2
pu.tɘr.	pu.tɘr.	2
gɘ.vɔlt.	gɘ.vɔlt.	2
gɘ.ho.bɘn.	gɘ.ho.bɘn.	2
bɘ.rɪxt.	bɘ.rɪxt.	2
ʃvɛn.tsɘ.	ʃvɛn.tsɘ.	2
gɘ.kyst.	gɘ.kyst.	2
platʃt.	platʃt.	2
gɘ.rast.	gɘ.rast.	2
a.bɘnd.ɛ.sɘn.	a.bɘnt.ɛ.sɘn.	2
e.lɛk.trɪ.ʃɘn.	e.lɛk.trɪ.ʃɘn.	2
baum.ʃtam.	baum.ʃtam.	2
aus.ʃprɛ.xɘn.	aus.ʃprɛ.xɘn.	2
y.bɘr.di.mɛn.zi.o.nal.	y.bɘr.di.mɛn.zi.o.nal.	2
y.bɘr.frɛ.sɘn.	y.bɘr.frɛ.sɘn.	2
fɛr.frɛ.sɘn.	fɛr.frɛ.sɘn.	2
ze.ɘt.	ze.ɘt.	2
flai.sɪ.gɘn.	flai.sɪ.gɘn.	2
vaʃ.frau.ɘn.	vaʃ.frau.ɘn.	2
fɛr.ʃo.bɘn.	fɛr.ʃo.bɘn.	2
ʃpa.nʊŋ.	ʃpa.nʊŋ.	2
vyr.fɘ.	vyr.fɘ.	2
ɛr.nɔyt.	ɛr.nɔyt.	2
tsu.dem.	tsu.dem.	2
ɛnt.ʃai.dɘ.	ɛnt.ʃai.dɘ.	2
tsvɛ.kɘ.	tsvɛ.kɘ.	2
gɘ.grɪ.fɘn.	gɘ.grɪ.fɘn.	2
vɛg.gɘ.maxt.	vɛk.gɘ.maxt.	2
ɛr.nɛ.rɘn.	ɛr.nɛ.rɘn.	2
ʊn.bɘ.ax.tɘt.	ʊn.bɘ.ax.tɘt.	2
fɛr.fɛlt.	fɛr.fɛlt.	2
for.vɛrts.brɪ.ŋɘn.	for.vɛrts.brɪ.ŋɘn.	2
fel.tɘ.	fel.tɘ.	2
frø.lɪ.xɘ.	frø.lɪ.xɘ.	2
gɘ.ʃpɪtst.	gɘ.ʃpɪtst.	2
al.gɘ.main.	al.gɘ.main.	2
bɘ.ʃɛ.dɪxt.	bɘ.ʃɛ.dɪxt.	2
vert.fɔl.	vert.fɔl.	2
kɔ.li.dirt.	kɔ.li.dirt.	2
fa.ŋɘn.	fa.ŋɘn.	2
ain.dry.kɘn.	ain.dry.kɘn.	2
aus.gɘ.lai.ɘrt.	aus.gɘ.lai.ɘrt.	2
ʃpryx.lain.	ʃpryx.lain.	2
ʊn.tɘr.ain.an.dɘr.	ʊn.tɘr.ain.an.dɘr.	2
nɛnst.	nɛnst.	2
ʊm.tsi.ɘn.	ʊm.tsi.ɘn.	2
lɔ.kɪ.gɘ.	lɔ.kɪ.gɘ.	2
klø.sɘ.	klø.sɘ.	2
for.na.mɘ.	for.na.mɘ.	2
fal.kɘ.	fal.kɘ.	2
go.rɪ.las.	go.rɪ.las.	2
y.brɪ.gɘn.	y.brɪ.gɘn.	2
gɪf.tɪx.	gɪf.tɪx.	2
lʊ.ŋɘ.	lʊ.ŋɘ.	2
dʊf.tɘn.	dʊf.tɘn.	2
ʃpɛ.tɘn.	ʃpɛ.tɘn.	2
gla.tɘn.	gla.tɘn.	2
bɘ.vaxt.	bɘ.vaxt.	2
gɘ.ʃlypft.	gɘ.ʃlypft.	2
ʃnɛ.bɘl.	ʃnɛ.bɘl.	2
vɛ.lɪx.	vɛ.lɪx.	2
an.pro.birt.	an.pro.birt.	2
ɛr.fɪn.dɘr.	ɛr.fɪn.dɘr.	2
ʃin.	ʃin.	2
ʃlaixt.	ʃlaixt.	2
pan.tɘr.	pan.tɘr.	2
pʊ.bli.kʊm.	pʊ.bli.kʊm.	2
trɔtz.	trɔts.	2
ske.lɛt.	ske.lɛt.	2
auf.lau.fɘn.	auf.lau.fɘn.	2
naxt.hɛmd.	naxt.hɛmt.	2
gut.hai.sɘn.	gut.hai.sɘn.	2
ʊn.gɘ.main.	ʊn.gɘ.main.	2
tsu.gɘ.hørt.	tsu.gɘ.hørt.	2
hɛ.xɘlt.	hɛ.xɘlt.	2
krɛf.tɘ.	krɛf.tɘ.	2
po.li.tik.	po.li.tik.	2
ɪn.spɛk.tsi.on.	ɪn.spɛk.tsi.on.	2
hox.gɘ.hal.tɘn.	hox.gɘ.hal.tɘn.	2
ɛr.frɔy.ɘn.	ɛr.frɔy.ɘn.	2
mon.taks.	mon.taks.	2
kamt.	kamt.	2
mɔ.dɘr.	mɔ.dɘr.	2
at.mɘn.	at.mɘn.	2
bɛkt.	bɛkt.	2
kø.lɘr.	kø.lɘr.	2
an.vai.zʊŋ.	an.vai.zʊŋ.	2
aus.ain.an.dɘr.fɛlt.	aus.ain.an.dɘr.fɛlt.	2
for.tsi.ɘn.	for.tsi.ɘn.	2
ɪ.nɘn.ain.rɪx.tʊŋ.	ɪ.nɘn.ain.rɪx.tʊŋ.	2
ʃrau.bɘn.	ʃrau.bɘn.	2
vai.naxt.	vai.naxt.	2
ve.dɘl.	ve.dɘl.	2
bɘ.zuxst.	bɘ.zuxst.	2
ɪ.rɘ.	ɪ.rɘ.	2
los.gɘ.ga.ŋɘn.	los.gɘ.ga.ŋɘn.	2
flog.	flok.	2
aus.vɛr.fɘn.	aus.vɛr.fɘn.	2
gɘ.rɔy.xɘr.tɘ.	gɘ.rɔy.xɘr.tɘ.	2
gɘ.blɛn.dɘt.	gɘ.blɛn.dɘt.	2
kvɛ.lɘ.	kvɛ.lɘ.	2
ʃnɛ.lɘ.rɘ.	ʃnɛ.lɘ.rɘ.	2
re.no.virt.	re.no.virt.	2
tsɛl.tɘn.	tsɛl.tɘn.	2
ab.gɘ.ʃtytst.	ap.gɘ.ʃtytst.	2
kʊ.ʃɘ.lɪ.gɘr.	kʊ.ʃɘ.lɪ.gɘr.	2
dʊ.mɘr.	dʊ.mɘr.	2
ɛr.leb.nɪs.	ɛr.lep.nɪs.	2
tim.ar.bait.	tim.ar.bait.	2
fɪlmt.	fɪlmt.	2
hʊ.ŋrɪ.gɘ.	hʊ.ŋrɪ.gɘ.	2
a.pfɘl.zi.nɘn.	a.pfɘl.zi.nɘn.	2
tsu.ɔr.dnɘn.	tsu.ɔr.dnɘn.	2
fɛ.rɘs.	fɛ.rɘs.	2
ʃnai.ɘn.	ʃnai.ɘn.	2
gɘ.tarnt.	gɘ.tarnt.	2
taŋk.ʃtɛ.lɘn.	taŋk.ʃtɛ.lɘn.	2
kna.bɘrn.	kna.bɘrn.	2
fɛr.dɔr.bɘn.	fɛr.dɔr.bɘn.	2
ga.kɘrn.	ga.kɘrn.	2
var.tɘn.	var.tɘn.	2
fy.lɘrn.	fy.lɘrn.	2
yb.lɪ.xɘ.	yp.lɪ.xɘ.	2
ain.ɔy.gɪx.	ain.ɔy.gɪx.	2
gɘ.ʃaut.	gɘ.ʃaut.	2
zɔl.da.tɘn.	zɔl.da.tɘn.	2
ri.zɪ.gɘs.	ri.zɪ.gɘs.	2
hœl.zɘr.nɘs.	hœl.zɘr.nɘs.	2
kri.gɘr.	kri.gɘr.	2
bɘ.trʊŋ.kɘn.	bɘ.trʊŋ.kɘn.	2
kys.tɘ.	kys.tɘ.	2
bɘ.zikt.	bɘ.zikt.	2
hɪlfs.bɘ.rait.	hɪlfs.bɘ.rait.	2
bɘ.zi.gɘn.	bɘ.zi.gɘn.	2
e.rɘn.	e.rɘn.	2
an.zɪx.tɘn.	an.zɪx.tɘn.	2
rai.nɘ.	rai.nɘ.	2
fɛr.li.rɘr.	fɛr.li.rɘr.	2
ʃtɔp.	ʃtɔp.	2
zal.tsɪ.gɘs.	zal.tsɪ.gɘs.	2
vɛg.gɘ.ʃtɛlt.	vɛk.gɘ.ʃtɛlt.	2
bɪl.dɘn.	bɪl.dɘn.	2
fir.ɛ.kɪx.	fir.ɛ.kɪx.	2
fla.xɘr.	fla.xɘr.	2
ʊn.ru.ɪx.	ʊn.ru.ɪx.	2
pa.tsi.ɛnt.	pa.tsi.ɛnt.	2
an.gɘ.bʊn.dɘn.	an.gɘ.bʊn.dɘn.	2
ʃʊld.	ʃʊlt.	2
ab.gɘ.klɛmt.	ap.gɘ.klɛmt.	2
fɔlk.	fɔlk.	2
fɛr.pɛs.tɘt.	fɛr.pɛs.tɘt.	2
ve.ɘn.	ve.ɘn.	2
zu.pɘr.fain.	zu.pɘr.fain.	2
a.ra.bɪ.ʃɘ.	a.ra.bɪ.ʃɘ.	2
e.bɘ.nɘ.	e.bɘ.nɘ.	2
ʃne.be.zɘn.	ʃne.be.zɘn.	2
gɘ.rɪ.tɘn.	gɘ.rɪ.tɘn.	2
lɛŋ.kʊŋ.	lɛŋ.kʊŋ.	2
hal.tɘr.	hal.tɘr.	2
for.gɘ.ʃri.bɘn.	for.gɘ.ʃri.bɘn.	2
ypt.	ypt.	2
mo.za.ik.	mo.za.ik.	2
ain.hait.	ain.hait.	2
bɘ.ʃtrai.tɘn.	bɘ.ʃtrai.tɘn.	2
gɘ.ʃta.pɘlt.	gɘ.ʃta.pɘlt.	2
fax.	fax.	2
zo.lɘ.	zo.lɘ.	2
aus.brai.tɘn.	aus.brai.tɘn.	2
hɪn.fy.rɘn.	hɪn.fy.rɘn.	2
vɪ.kɘlt.	vɪ.kɘlt.	2
ʊn.ɔr.to.dɔks.	ʊn.ɔr.to.dɔks.	2
fɔyst.lɪ.ŋɘ.	fɔyst.lɪ.ŋɘ.	2
blau.be.rɘn.	blau.be.rɘn.	2
knœ.pfɘn.	knœ.pfɘn.	2
gɛr.tnɘr.	gɛr.tnɘr.	2
an.ʃprʊxs.fɔ.lɘr.	an.ʃprʊxs.fɔ.lɘr.	2
au.to.ba.nɘn.	au.to.ba.nɘn.	2
dins.taks.	dins.taks.	2
tsu.gɘ.ʃla.gɘn.	tsu.gɘ.ʃla.gɘn.	2
dɪx.tɘr.	dɪx.tɘr.	2
pus.tɘ.blu.mɘn.	pus.tɘ.blu.mɘn.	2
ni.drɪ.gɘn.	ni.drɪ.gɘn.	2
daŋk.bar.	daŋk.bar.	2
nɔy.ɘm.	nɔy.ɘm.	2
an.ʃrai.ɘn.	an.ʃrai.ɘn.	2
vɛ.lɘ.	vɛ.lɘ.	2
an.tra.tsit.	an.tra.tsit.	2
krau.lɘn.	krau.lɘn.	2
an.gɘ.ga.ŋɘn.	an.gɘ.ga.ŋɘn.	2
ɪ.gno.rirst.	ɪ.gno.rirst.	2
tsu.gɘ.ga.ŋɘn.	tsu.gɘ.ga.ŋɘn.	2
kɛ.fɪ.gɘ.	kɛ.fɪ.gɘ.	2
fɛr.hɪn.dɘrn.	fɛr.hɪn.dɘrn.	2
tsau.nɘ.	tsau.nɘ.	2
han.tɘln.	han.tɘln.	2
tsu.gɘ.ge.bɘn.	tsu.gɘ.ge.bɘn.	2
pfle.gɘn.	pfle.gɘn.	2
fʊŋk.	fʊŋk.	2
taukt.	taukt.	2
lai.dɘn.	lai.dɘn.	2
ɔp.ti.ma.lɘ.	ɔp.ti.ma.lɘ.	2
kam.	kam.	2
fɛr.an.ʃtal.tɘst.	fɛr.an.ʃtal.tɘst.	2
trag.flɛ.xɘ.	trak.flɛ.xɘ.	2
lɛtz.tɘns.	lɛts.tɘns.	2
auf.gɘ.frɛ.sɘn.	auf.gɘ.frɛ.sɘn.	2
not.vɛn.dɪx.	not.vɛn.dɪx.	2
ʃø.nɘ.rɘn.	ʃø.nɘ.rɘn.	2
tsʊ.kɘr.kraŋ.kɘ.	tsʊ.kɘr.kraŋ.kɘ.	2
mɪ.tag.	mɪ.tak.	2
gɘ.burts.taks.	gɘ.burts.taks.	2
vrak.	vrak.	2
auf.gɘ.kratst.	auf.gɘ.kratst.	2
ain.prɛ.sɘn.	ain.prɛ.sɘn.	2
trøs.tɘn.	trøs.tɘn.	2
hail.mɪ.tɘl.	hail.mɪ.tɘl.	2
dʊrx.fa.rɘn.	dʊrx.fa.rɘn.	2
an.flug.	an.fluk.	2
ʃpɛ.rɪx.	ʃpɛ.rɪx.	2
bɘ.ge.bɘn.	bɘ.ge.bɘn.	2
bɘ.ʃlɔy.nɪxt.	bɘ.ʃlɔy.nɪxt.	2
hɛrʃt.	hɛrʃt.	2
ain.taks.fli.gɘ.	ain.taks.fli.gɘ.	2
gɘ.mɛl.dɘt.	gɘ.mɛl.dɘt.	2
fɛr.ʃrɛkt.	fɛr.ʃrɛkt.	2
tsʊ.kɘr.zys.	tsʊ.kɘr.zys.	2
lɛntz.	lɛnts.	2
ɛr.lɔyx.tɘt.	ɛr.lɔyx.tɘt.	2
hɔ.lɛn.dɪ.ʃɘn.	hɔ.lɛn.dɪ.ʃɘn.	2
fɛ.rɘn.	fɛ.rɘn.	2
nɛ.tsɘ.	nɛ.tsɘ.	2
ze.gɘln.	ze.gɘln.	2
ɛnt.la.dɘn.	ɛnt.la.dɘn.	2
ɛnt.lɛt.	ɛnt.lɛt.	2
ʃlaux.bot.	ʃlaux.bot.	2
an.gɘ.tsaikt.	an.gɘ.tsaikt.	2
mɪs.gɘ.ʃɪk.	mɪs.gɘ.ʃɪk.	2
pir.	pir.	2
mɪ.ni.	mɪ.ni.	2
latz.	lats.	2
tɔ.lɘ.	tɔ.lɘ.	2
gɘ.kɪ.tsɘlt.	gɘ.kɪ.tsɘlt.	2
man.xɘn.	man.xɘn.	2
gɔld.grɛ.bɘr.	gɔlt.grɛ.bɘr.	2
mɪ.tɘr.naxt.	mɪ.tɘr.naxt.	2
ʃmʊk.	ʃmʊk.	2
ʃpil.fi.gur.	ʃpil.fi.gur.	2
nɛ.nɘ.	nɛ.nɘ.	2
rʊ.sɪ.ʃɘs.	rʊ.sɪ.ʃɘs.	2
fɛr.vɪ.rɘnd.	fɛr.vɪ.rɘnt.	2
kɔ.tɘ.lɛ.tɘ.	kɔ.tɘ.lɛ.tɘ.	2
tsvan.tsɪx.	tsvan.tsɪx.	2
gɘ.bɪl.dɘt.	gɘ.bɪl.dɘt.	2
vai.tɘr.za.gɘn.	vai.tɘr.za.gɘn.	2
bɘ.rai.tɘst.	bɘ.rai.tɘst.	2
ma.lɘ.rɪn.	ma.lɘ.rɪn.	2
ʃo.ko.la.dɘn.fa.brik.	ʃo.ko.la.dɘn.fa.brik.	2
tsɛr.zɛkt.	tsɛr.zɛkt.	2
pɛr.fɛk.tɘr.	pɛr.fɛk.tɘr.	2
glɛ.zɘrn.	glɛ.zɘrn.	2
ba.gɘrs.	ba.gɘrs.	2
vɛg.nɪmst.	vɛk.nɪmst.	2
mœn.xɘ.	mœn.xɘ.	2
trau.rɪ.gɘn.	trau.rɪ.gɘn.	2
ʃla.pɘn.	ʃla.pɘn.	2
ɔ.fɘn.bar.	ɔ.fɘn.bar.	2
tsit.ro.nɘn.zaft.	tsit.ro.nɘn.zaft.	2
fla.xɘ.rɘ.	fla.xɘ.rɘ.	2
fyrx.tɘr.lɪ.xɘn.	fyrx.tɘr.lɪ.xɘn.	2
ʃraŋk.tyr.	ʃraŋk.tyr.	2
gɘ.ʃtɔy.ɘrt.	gɘ.ʃtɔy.ɘrt.	2
tsu.ryk.zɛ.tsɘn.	tsu.ryk.zɛ.tsɘn.	2
tɪʃ.lɘr.	tɪʃ.lɘr.	2
auf.gɘ.hapt.	auf.gɘ.hapt.	2
bɘ.ryrt.	bɘ.ryrt.	2
ʃɛlt.	ʃɛlt.	2
aus.prɛ.sɘn.	aus.prɛ.sɘn.	2
fai.nɘm.	fai.nɘm.	2
gu.tɘm.	gu.tɘm.	2
rɛxts.hɛn.dɘr.	rɛxts.hɛn.dɘr.	2
auf.tsu.ʃtɛ.lɘn.	auf.tsu.ʃtɛ.lɘn.	2
for.ʃrɪfts.mɛ.sɪx.	for.ʃrɪfts.mɛ.sɪx.	2
ʃver.hø.rɪx.	ʃver.hø.rɪx.	2
mɪt.fa.rɘr.	mɪt.fa.rɘr.	2
ɛst.	ɛst.	2
øl.zar.di.nɘ.	øl.zar.di.nɘ.	2
bɘ.nai.dɘ.	bɘ.nai.dɘ.	2
ma.tɘn.	ma.tɘn.	2
aus.gɘ.rɛx.nɘt.	aus.gɘ.rɛx.nɘt.	2
ʃtɪf.tɘn.	ʃtɪf.tɘn.	2
za.bo.ti.rɘn.	za.bo.ti.rɘn.	2
brai.tɘ.rɘn.	brai.tɘ.rɘn.	2
tsu.mal.	tsu.mal.	2
fa.vo.rit.	fa.vo.rit.	2
bɘ.drʊkt.	bɘ.drʊkt.	2
dran.ge.ɘn.	dran.ge.ɘn.	2
tsu.lɛst.	tsu.lɛst.	2
ab.gɘ.vɪʃt.	ap.gɘ.vɪʃt.	2
ʃlɛ.kɘn.	ʃlɛ.kɘn.	2
an.tun.	an.tun.	2
ʃvaist.	ʃvaist.	2
byks.	byks.	2
ʃlɪm.stɘ.	ʃlɪm.stɘ.	2
auf.bau.	auf.bau.	2
auf.gɘ.fa.ŋɘn.	auf.gɘ.fa.ŋɘn.	2
glau.bɘn.	glau.bɘn.	2
an.las.	an.las.	2
rekt.	rekt.	2
ɛrnst.	ɛrnst.	2
par.me.zan.	par.me.zan.	2
zak.sɘ.	zak.sɘ.	2
ar.gu.mɛnt.	ar.gu.mɛnt.	2
ton.auf.na.mɘn.	ton.auf.na.mɘn.	2
klain.lɪx.	klain.lɪx.	2
trans.pɔr.tɘr.	trans.pɔr.tɘr.	2
ru.ɪ.gɘr.	ru.ɪ.gɘr.	2
fɛr.ʃprɛ.xɘn.	fɛr.ʃprɛ.xɘn.	2
ba.lɑ.sirst.	ba.lɑ.sirst.	2
aus.fa.lɘn.	aus.fa.lɘn.	2
u.ni.fɔrm.	u.ni.fɔrm.	2
fɛr.vɪʃt.	fɛr.vɪʃt.	2
dʊŋ.kɘl.gryn.	dʊŋ.kɘl.gryn.	2
ʃlam.pɪx.	ʃlam.pɪx.	2
aus.gɘ.ʃal.tɘt.	aus.gɘ.ʃal.tɘt.	2
ʃlif.	ʃlif.	2
ʃtau.nɘnd.	ʃtau.nɘnt.	2
ɛnt.ʃprɛ.xɘn.dɘn.	ɛnt.ʃprɛ.xɘn.dɘn.	2
vɛk.sɘl.haft.	vɛk.sɘl.haft.	2
i.ta.li.e.nɪ.ʃɘn.	i.ta.li.e.nɪ.ʃɘn.	2
ɛr.tra.gɘn.	ɛr.tra.gɘn.	2
an.	an.	2
hɛr.bai.gɘ.vynʃt.	hɛr.bai.gɘ.vynʃt.	2
nɛr.vɪx.	nɛr.vɪx.	2
ab.zit.	ap.zit.	2
an.re.gɘnd.	an.re.gɘnt.	2
ɪn.halt.	ɪn.halt.	2
fɛn.dɘn.	fɛn.dɘn.	2
gɘ.ʃɛf.tɘ.	gɘ.ʃɛf.tɘ.	2
auf.ʃtrɪx.	auf.ʃtrɪx.	2
aus.tsu.dry.kɘn.	aus.tsu.dry.kɘn.	2
vai.tɘr.tsi.ɘn.	vai.tɘr.tsi.ɘn.	2
pas.tɘ.	pas.tɘ.	2
ʃpɪ.nɘr.	ʃpɪ.nɘr.	2
ʃtʊn.dɘn.tsai.gɘr.	ʃtʊn.dɘn.tsai.gɘr.	2
mi.nu.tɘn.tsai.gɘr.	mi.nu.tɘn.tsai.gɘr.	2
tsɪ.kɘn.	tsɪ.kɘn.	2
von.tɘ.	von.tɘ.	2
fʊŋ.kɘn.	fʊŋ.kɘn.	2
tɛ.tɘn.	tɛ.tɘn.	2
rot.lɪxt.	rot.lɪxt.	2
fɛr.laŋst.	fɛr.laŋst.	2
flys.tɘrt.	flys.tɘrt.	2
zau.bɘ.rɘn.	zau.bɘ.rɘn.	2
gɘ.burt.	gɘ.burt.	2
ɛr.ho.bɘ.nɘn.	ɛr.ho.bɘ.nɘn.	2
hɛ.rʊm.lau.fɘn.	hɛ.rʊm.lau.fɘn.	2
tsu.ryk.brɪ.ŋɘn.	tsu.ryk.brɪ.ŋɘn.	2
ain.zɛ.ɘn.	ain.zɛ.ɘn.	2
an.ʃtɛ.kɘn.	an.ʃtɛ.kɘn.	2
ʃma.lɘ.rɘ.	ʃma.lɘ.rɘ.	2
kvatʃ.	kvatʃ.	2
lid.xɘn.	lit.xɘn.	2
zɔnt.	zɔnt.	2
zɔ.nɘn.bad.	zɔ.nɘn.bat.	2
zɪ.tsɘn.	zɪ.tsɘn.	2
bykt.	bykt.	2
vɪtz.los.	vɪts.los.	2
kne.tɘn.	kne.tɘn.	2
mɔx.tɘ.	mɔx.tɘ.	2
ʊn.ɛr.myd.lɪx.	ʊn.ɛr.myt.lɪx.	2
an.malt.	an.malt.	2
far.bɘn.blɪnd.	far.bɘn.blɪnt.	2
bɘ.le.gɘn.	bɘ.le.gɘn.	2
blɪ.tsɘ.	blɪ.tsɘ.	2
gɘ.vɪ.tɘr.	gɘ.vɪ.tɘr.	2
bɘ.ai.lɘ.	bɘ.ai.lɘ.	2
fɛr.van.tɘn.	fɛr.van.tɘn.	2
bɘ.la.gɘ.rʊŋ.	bɘ.la.gɘ.rʊŋ.	2
ʃtig.	ʃtik.	2
ai.gnɘn.	ai.gnɘn.	2
fɔrt.zɛ.tsɘn.	fɔrt.zɛ.tsɘn.	2
dɪ.kɘ.rɘn.	dɪ.kɘ.rɘn.	2
fʊrtz.	fʊrts.	2
zu.vɘ.nirs.	zu.vɘ.nirs.	2
ʃta.tɘn.	ʃta.tɘn.	2
for.ai.lɪx.	for.ai.lɪx.	2
vʊn.dɘr.fɔ.lɘ.	vʊn.dɘr.fɔ.lɘ.	2
ʃlʊkst.	ʃlʊkst.	2
aus.gɘ.ʃnɪ.tɘ.nɘn.	aus.gɘ.ʃnɪ.tɘ.nɘn.	2
ɛr.ʃtaun.lɪ.xɘs.	ɛr.ʃtaun.lɪ.xɘs.	2
bɘ.ailt.	bɘ.ailt.	2
gɘ.ʃmirt.	gɘ.ʃmirt.	2
ɛnt.tsy.kɘnd.	ɛnt.tsy.kɘnt.	2
ʃtɪx.vɔrt.	ʃtɪx.vɔrt.	2
tsɛr.try.mɘrt.	tsɛr.try.mɘrt.	2
ʃpa.rɘn.	ʃpa.rɘn.	2
los.gɘ.tso.gɘn.	los.gɘ.tso.gɘn.	2
ro.bʊs.tɘr.	ro.bʊs.tɘr.	2
kʊs.	kʊs.	2
tsu.za.mɘn.tsu.zɛ.tsɘn.	tsu.za.mɘn.tsu.zɛ.tsɘn.	2
aus.kla.pɘn.	aus.kla.pɘn.	2
ab.marʃ.	ap.marʃ.	2
y.bʊ.ŋɘn.	y.bʊ.ŋɘn.	2
fɛr.ʃi.bɘn.	fɛr.ʃi.bɘn.	2
hɔltz.	hɔlts.	2
gɘ.rɔy.xɘr.tɘr.	gɘ.rɔy.xɘr.tɘr.	2
vaŋkt.	vaŋkt.	2
gran.di.o.zɘ.	gran.di.o.zɘ.	2
ʃpylt.	ʃpylt.	2
vax.tɘln.	vax.tɘln.	2
fɛr.artz.tɘ.	fɛr.arts.tɘ.	2
rœnt.gɘn.	rœnt.gɘn.	2
bɘ.han.dlʊŋ.	bɘ.han.dlʊŋ.	2
ʃpa.nɪʃ.	ʃpa.nɪʃ.	2
bɘ.auf.zɪx.tɪ.gɘn.	bɘ.auf.zɪx.tɪ.gɘn.	2
hi.nain.ge.ɘn.	hi.nain.ge.ɘn.	2
fɪʃ.xɘn.	fɪʃ.xɘn.	2
for.gɘ.kɔ.mɘn.	for.gɘ.kɔ.mɘn.	2
mʊs.kat.nʊs.	mʊs.kat.nʊs.	2
fas.tsi.nirt.	fas.tsi.nirt.	2
ɪn.tɛn.zi.vɘr.	ɪn.tɛn.zi.vɘr.	2
ɛnt.ʃte.ʊŋ.	ɛnt.ʃte.ʊŋ.	2
ɛnt.vɪ.klʊŋ.	ɛnt.vɪ.klʊŋ.	2
ɛr.hɛ.lɘnd.	ɛr.hɛ.lɘnt.	2
rʊn.dʊŋ.	rʊn.dʊŋ.	2
